# Gene Family	demo_Abundance-RPKs
UniRef90_A0A174GF43|unclassified	36.1740785738
UniRef90_A0A174G0D4	36.1505759528
UniRef90_A0A174G0D4|unclassified	36.1505759528
UniRef90_A0A174TBJ7	36.1293971094
UniRef90_A0A174TBJ7|unclassified	36.1293971094
UniRef90_A0A174IZS4	36.1026544757
UniRef90_A0A174IZS4|unclassified	36.1026544757
UniRef90_Q8AA33	36.0653333329
UniRef90_Q8AA33|unclassified	36.0653333329
UniRef90_Q5LJ28	36.0617829878
UniRef90_Q5LJ28|unclassified	36.0617829878
UniRef90_E5C750	36.0589594500
UniRef90_E5C750|unclassified	36.0589594500
UniRef90_R5BCL7	36.0093867364
UniRef90_R5BCL7|unclassified	36.0093867364
UniRef90_A0A174JWD5	35.9884276428
UniRef90_A0A174JWD5|unclassified	35.9884276428
UniRef90_A0A078PVT1	35.9832241986
UniRef90_A0A078PVT1|unclassified	35.9832241986
UniRef90_A0A174JYK3	35.9128080769
UniRef90_A0A174JYK3|unclassified	35.9128080769
UniRef90_R5B0B1	35.8887881955
UniRef90_R5B0B1|unclassified	35.8887881955
UniRef90_Q8A7Z4	35.8691947066
UniRef90_Q8A7Z4|unclassified	35.8691947066
UniRef90_R6J620	35.7738756771
UniRef90_R6J620|unclassified	35.7738756771
UniRef90_R5B0U4	35.7158584591
UniRef90_R5B0U4|unclassified	35.7158584591
UniRef90_C7XB95	35.7116035745
UniRef90_C7XB95|unclassified	35.7116035745
UniRef90_Q8A9C2	35.6907816897
UniRef90_Q8A9C2|unclassified	35.6907816897
UniRef90_D6CWC8	35.6739825966
UniRef90_D6CWC8|unclassified	35.6739825966
UniRef90_A0A173ZZH7	35.6731707082
UniRef90_A0A173ZZH7|unclassified	35.6731707082
UniRef90_A0A0P0FMY6	35.6715447401
UniRef90_A0A0P0FMY6|unclassified	35.6715447401
UniRef90_R5AV93	35.6648561903
UniRef90_R5AV93|unclassified	35.6648561903
UniRef90_A0A3E5HWN9	35.6537395780
UniRef90_A0A3E5HWN9|unclassified	35.6537395780
UniRef90_A0A174BE51	35.6445996931
UniRef90_A0A174BE51|unclassified	35.6445996931
UniRef90_R5B8G5	35.6159263497
UniRef90_R5B8G5|unclassified	35.6159263497
UniRef90_A0A174HU90	35.5887677008
UniRef90_A0A174HU90|unclassified	35.5887677008
UniRef90_Q8A528	35.5133605582
UniRef90_Q8A528|unclassified	35.5133605582
UniRef90_Q8A800	35.4424675763
UniRef90_Q8A800|unclassified	35.4424675763
UniRef90_A0A174FIW1	35.4388120610
UniRef90_A0A174FIW1|unclassified	35.4388120610
UniRef90_R6RVL3	35.4239368436
UniRef90_R6RVL3|unclassified	35.4239368436
UniRef90_D6CW93	35.3614916095
UniRef90_D6CW93|unclassified	35.3614916095
UniRef90_W6PQU0	35.3308824918
UniRef90_W6PQU0|unclassified	35.3308824918
UniRef90_A0A174DRY8	35.3210894753
UniRef90_A0A174DRY8|unclassified	35.3210894753
UniRef90_C9KW68	35.2979606298
UniRef90_C9KW68|unclassified	35.2979606298
UniRef90_D4WK38	35.2678394119
UniRef90_D4WK38|unclassified	35.2678394119
UniRef90_I9SVZ9	35.2256668878
UniRef90_I9SVZ9|unclassified	35.2256668878
UniRef90_D6D092	35.1718852851
UniRef90_D6D092|unclassified	35.1718852851
UniRef90_R5B7W9	35.0582433786
UniRef90_R5B7W9|unclassified	35.0582433786
UniRef90_Q8AAP2	35.0350272111
UniRef90_Q8AAP2|unclassified	35.0350272111
UniRef90_K1SB27	35.0341466844
UniRef90_K1SB27|unclassified	35.0341466844
UniRef90_A0A139L706	34.9754482169
UniRef90_A0A139L706|unclassified	34.9754482169
UniRef90_R5AXQ0	34.9687278362
UniRef90_R5AXQ0|unclassified	34.9687278362
UniRef90_R5AX16	34.9592107693
UniRef90_R5AX16|unclassified	34.9592107693
UniRef90_R5K610	34.8854552495
UniRef90_R5K610|unclassified	34.8854552495
UniRef90_A0A0P0F343	34.8383284046
UniRef90_A0A0P0F343|unclassified	34.8383284046
UniRef90_R6DFM3	34.8340746616
UniRef90_R6DFM3|unclassified	34.8340746616
UniRef90_A0A174VCL6	34.7705895215
UniRef90_A0A174VCL6|unclassified	34.7705895215
UniRef90_A0A139L6J7	34.7554880411
UniRef90_A0A139L6J7|unclassified	34.7554880411
UniRef90_A0A0P0FQD5	34.7521077694
UniRef90_A0A0P0FQD5|unclassified	34.7521077694
UniRef90_E6SWP6	34.7234046546
UniRef90_E6SWP6|unclassified	34.7234046546
UniRef90_A0A139LLQ2	34.7210450022
UniRef90_A0A139LLQ2|unclassified	34.7210450022
UniRef90_R5B6U3	34.6553521181
UniRef90_R5B6U3|unclassified	34.6553521181
UniRef90_A0A139LKU2	34.6319670577
UniRef90_A0A139LKU2|unclassified	34.6319670577
UniRef90_A0A174PWD8	34.6217231058
UniRef90_A0A174PWD8|unclassified	34.6217231058
UniRef90_A0A0K6BRW1	34.5835458875
UniRef90_A0A0K6BRW1|unclassified	34.5835458875
UniRef90_A0A1G8KUQ5	34.5801641754
UniRef90_A0A1G8KUQ5|unclassified	34.5801641754
UniRef90_D7K2F6	34.5736954898
UniRef90_D7K2F6|unclassified	34.5736954898
UniRef90_R5B5F8	34.5596525349
UniRef90_R5B5F8|unclassified	34.5596525349
UniRef90_A7M567	34.5218504157
UniRef90_A7M567|unclassified	34.5218504157
UniRef90_A0A0P0G0R7	34.5105681706
UniRef90_A0A0P0G0R7|unclassified	34.5105681706
UniRef90_A0A174A5L9	34.5052488927
UniRef90_A0A174A5L9|unclassified	34.5052488927
UniRef90_R5BBS8	34.4758046029
UniRef90_R5BBS8|unclassified	34.4758046029
UniRef90_A7LVA7	34.4737097093
UniRef90_A7LVA7|unclassified	34.4737097093
UniRef90_R5B6X3	34.4482708673
UniRef90_R5B6X3|unclassified	34.4482708673
UniRef90_I8Y1X1	34.4410456796
UniRef90_I8Y1X1|unclassified	34.4410456796
UniRef90_A0A108TAW7	34.3581420889
UniRef90_A0A108TAW7|unclassified	34.3581420889
UniRef90_R5AW26	34.3290924869
UniRef90_R5AW26|unclassified	34.3290924869
UniRef90_R5B7G3	34.2589777409
UniRef90_R5B7G3|unclassified	34.2589777409
UniRef90_R5AUH3	34.2540991569
UniRef90_R5AUH3|unclassified	34.2540991569
UniRef90_Q64MT2	34.2405075342
UniRef90_Q64MT2|unclassified	34.2405075342
UniRef90_R5B0S4	34.1159371065
UniRef90_R5B0S4|unclassified	34.1159371065
UniRef90_C3QMX5	34.0861896952
UniRef90_C3QMX5|unclassified	34.0861896952
UniRef90_A0A173ZMA6	34.0824419095
UniRef90_A0A173ZMA6|unclassified	34.0824419095
UniRef90_R5B9K3	34.0416761523
UniRef90_R5B9K3|unclassified	34.0416761523
UniRef90_R6K4C9	33.9765654811
UniRef90_R6K4C9|unclassified	33.9765654811
UniRef90_W6P7N8	33.9463473285
UniRef90_W6P7N8|unclassified	33.9463473285
UniRef90_D6D1E7	33.9446511105
UniRef90_D6D1E7|unclassified	33.9446511105
UniRef90_D4VEY3	33.9128364955
UniRef90_D4VEY3|unclassified	33.9128364955
UniRef90_A0A0N7I9R2	33.8975956504
UniRef90_A0A0N7I9R2|unclassified	33.8975956504
UniRef90_A0A174HNN1	33.8152059539
UniRef90_A0A174HNN1|unclassified	33.8152059539
UniRef90_R5ATX0	33.8050605524
UniRef90_R5ATX0|unclassified	33.8050605524
UniRef90_A0A174EM69	33.7978235966
UniRef90_A0A174EM69|unclassified	33.7978235966
UniRef90_R5B4L9	33.7544923410
UniRef90_R5B4L9|unclassified	33.7544923410
UniRef90_R5AYN6	33.7349468870
UniRef90_R5AYN6|unclassified	33.7349468870
UniRef90_A0A174BG28	33.7328831010
UniRef90_A0A174BG28|unclassified	33.7328831010
UniRef90_A0A0P0FL79	33.7123076238
UniRef90_A0A0P0FL79|unclassified	33.7123076238
UniRef90_Q8A4T0	33.7012330241
UniRef90_Q8A4T0|unclassified	33.7012330241
UniRef90_A0A0P0F1S2	33.6714646192
UniRef90_A0A0P0F1S2|unclassified	33.6714646192
UniRef90_A0A173Y034	33.6617834475
UniRef90_A0A173Y034|unclassified	33.6617834475
UniRef90_R5AZG4	33.6594387277
UniRef90_R5AZG4|unclassified	33.6594387277
UniRef90_R5B827	33.6382529719
UniRef90_R5B827|unclassified	33.6382529719
UniRef90_C7EXL6	33.5588196472
UniRef90_C7EXL6|unclassified	33.5588196472
UniRef90_A0A0N7I9D9	33.5341901818
UniRef90_A0A0N7I9D9|unclassified	33.5341901818
UniRef90_Q8A9E3	33.5100816404
UniRef90_Q8A9E3|unclassified	33.5100816404
UniRef90_R5AUJ6	33.3986969825
UniRef90_R5AUJ6|unclassified	33.3986969825
UniRef90_Q8A9S7	33.3967471613
UniRef90_Q8A9S7|unclassified	33.3967471613
UniRef90_A0A139L5E5	33.3965470846
UniRef90_A0A139L5E5|unclassified	33.3965470846
UniRef90_R5B5P7	33.3909090003
UniRef90_R5B5P7|unclassified	33.3909090003
UniRef90_E5C7M6	33.3797662472
UniRef90_E5C7M6|unclassified	33.3797662472
UniRef90_R5B6L6	33.3113681433
UniRef90_R5B6L6|unclassified	33.3113681433
UniRef90_A0A174HVD1	33.3021380229
UniRef90_A0A174HVD1|unclassified	33.3021380229
UniRef90_R5B341	33.2948891442
UniRef90_R5B341|unclassified	33.2948891442
UniRef90_A0A139LIY2	33.2932742526
UniRef90_A0A139LIY2|unclassified	33.2932742526
UniRef90_D4VKF8	33.2899266176
UniRef90_D4VKF8|unclassified	33.2899266176
UniRef90_Q8A015	33.2840167199
UniRef90_Q8A015|unclassified	33.2840167199
UniRef90_A0A1Q6HGU0	33.2569801934
UniRef90_A0A1Q6HGU0|unclassified	33.2569801934
UniRef90_A0A0P0LFD2	33.2414400998
UniRef90_A0A0P0LFD2|unclassified	33.2414400998
UniRef90_A0A374WAD7	33.2042482913
UniRef90_A0A374WAD7|unclassified	33.2042482913
UniRef90_Q8A988	33.1921665879
UniRef90_Q8A988|unclassified	33.1921665879
UniRef90_A0A174HQM1	33.0870219607
UniRef90_A0A174HQM1|unclassified	33.0870219607
UniRef90_R5B1V9	33.0782903657
UniRef90_R5B1V9|unclassified	33.0782903657
UniRef90_W4PT75	33.0592281368
UniRef90_W4PT75|unclassified	33.0592281368
UniRef90_Q5LES4	33.0130089360
UniRef90_Q5LES4|unclassified	33.0130089360
UniRef90_A0A0P0FJ65	32.9643471934
UniRef90_A0A0P0FJ65|unclassified	32.9643471934
UniRef90_A0A174ICF1	32.8969907528
UniRef90_A0A174ICF1|unclassified	32.8969907528
UniRef90_A0A1Y4V0U7	32.8288089862
UniRef90_A0A1Y4V0U7|unclassified	32.8288089862
UniRef90_Q8A7Z7	32.8222849083
UniRef90_Q8A7Z7|unclassified	32.8222849083
UniRef90_R5J6I6	32.7700093369
UniRef90_R5J6I6|unclassified	32.7700093369
UniRef90_A0A173YU32	32.7615528278
UniRef90_A0A173YU32|unclassified	32.7615528278
UniRef90_Q8ABA5	32.7590254195
UniRef90_Q8ABA5|unclassified	32.7590254195
UniRef90_D6CWS1	32.7476265952
UniRef90_D6CWS1|unclassified	32.7476265952
UniRef90_Q5LGS0	32.7167969593
UniRef90_Q5LGS0|unclassified	32.7167969593
UniRef90_R6JS88	32.6532818703
UniRef90_R6JS88|unclassified	32.6532818703
UniRef90_A0A0P0EPP4	32.6420311415
UniRef90_A0A0P0EPP4|unclassified	32.6420311415
UniRef90_A0A127SQY3	32.6077067892
UniRef90_A0A127SQY3|unclassified	32.6077067892
UniRef90_R5B6W9	32.5624525051
UniRef90_R5B6W9|unclassified	32.5624525051
UniRef90_A0A1C7H343	32.5220340485
UniRef90_A0A1C7H343|unclassified	32.5220340485
UniRef90_Q8A602	32.5190763666
UniRef90_Q8A602|unclassified	32.5190763666
UniRef90_A0A174IDF9	32.4647878525
UniRef90_A0A174IDF9|unclassified	32.4647878525
UniRef90_Q5LI10	32.4393650875
UniRef90_Q5LI10|unclassified	32.4393650875
UniRef90_A0A174LZE5	32.4062051952
UniRef90_A0A174LZE5|unclassified	32.4062051952
UniRef90_A7M5U2	32.4060632887
UniRef90_A7M5U2|unclassified	32.4060632887
UniRef90_A0A3E4N5Q3	32.4035106504
UniRef90_A0A3E4N5Q3|unclassified	32.4035106504
UniRef90_A7M052	32.3988559219
UniRef90_A7M052|unclassified	32.3988559219
UniRef90_R5UQ08	32.3641001339
UniRef90_R5UQ08|unclassified	32.3641001339
UniRef90_R5AXN7	32.3587849118
UniRef90_R5AXN7|unclassified	32.3587849118
UniRef90_R5AVW3	32.3377938368
UniRef90_R5AVW3|unclassified	32.3377938368
UniRef90_D6D7C4	32.3230898417
UniRef90_D6D7C4|unclassified	32.3230898417
UniRef90_A0A396E6V7	32.3227839289
UniRef90_A0A396E6V7|unclassified	32.3227839289
UniRef90_A0A174SRM5	32.3080284113
UniRef90_A0A174SRM5|unclassified	32.3080284113
UniRef90_R5AY00	32.2961945007
UniRef90_R5AY00|unclassified	32.2961945007
UniRef90_A0A174B5L8	32.2899130865
UniRef90_A0A174B5L8|unclassified	32.2899130865
UniRef90_R5UAH2	32.2846837086
UniRef90_R5UAH2|unclassified	32.2846837086
UniRef90_A0A174JKN3	32.2752401521
UniRef90_A0A174JKN3|unclassified	32.2752401521
UniRef90_R5B7C0	32.0455727673
UniRef90_R5B7C0|unclassified	32.0455727673
UniRef90_A0A174H2K0	31.9526577055
UniRef90_A0A174H2K0|unclassified	31.9526577055
UniRef90_R5B9J9	31.9425484420
UniRef90_R5B9J9|unclassified	31.9425484420
UniRef90_R5B368	31.9421620555
UniRef90_R5B368|unclassified	31.9421620555
UniRef90_F0QZQ8	31.9198813530
UniRef90_F0QZQ8|unclassified	31.9198813530
UniRef90_A7LTY6	31.9159683815
UniRef90_A7LTY6|unclassified	31.9159683815
UniRef90_R5B076	31.9068532688
UniRef90_R5B076|unclassified	31.9068532688
UniRef90_R5AWU8	31.8662994246
UniRef90_R5AWU8|unclassified	31.8662994246
UniRef90_A0A1H4GMW8	31.8649991040
UniRef90_A0A1H4GMW8|unclassified	31.8649991040
UniRef90_R5B8N5	31.8494661469
UniRef90_R5B8N5|unclassified	31.8494661469
UniRef90_A0A1G8C9V6	31.8209126375
UniRef90_A0A1G8C9V6|unclassified	31.8209126375
UniRef90_J9FQ94	31.7688415456
UniRef90_J9FQ94|unclassified	31.7688415456
UniRef90_R5AV02	31.7678727795
UniRef90_R5AV02|unclassified	31.7678727795
UniRef90_A7LXT3	31.7673173245
UniRef90_A7LXT3|unclassified	31.7673173245
UniRef90_I8Y2T9	31.6872229287
UniRef90_I8Y2T9|unclassified	31.6872229287
UniRef90_A0A1Q6HG70	31.6558982736
UniRef90_A0A1Q6HG70|unclassified	31.6558982736
UniRef90_R6JJ34	31.5044198280
UniRef90_R6JJ34|unclassified	31.5044198280
UniRef90_B3C8U6	31.4382936198
UniRef90_B3C8U6|unclassified	31.4382936198
UniRef90_A0A396DCW5	31.4002127160
UniRef90_A0A396DCW5|unclassified	31.4002127160
UniRef90_Q8A756	31.3841733679
UniRef90_Q8A756|unclassified	31.3841733679
UniRef90_A0A174GXH8	31.3591687713
UniRef90_A0A174GXH8|unclassified	31.3591687713
UniRef90_W6P0M0	31.3472069091
UniRef90_W6P0M0|unclassified	31.3472069091
UniRef90_R6JF12	31.2404821104
UniRef90_R6JF12|unclassified	31.2404821104
UniRef90_R6JRX9	31.1726690964
UniRef90_R6JRX9|unclassified	31.1726690964
UniRef90_A0A1Y4PT47	31.1575164924
UniRef90_A0A1Y4PT47|unclassified	31.1575164924
UniRef90_A0A174KCB9	31.1451480099
UniRef90_A0A174KCB9|unclassified	31.1451480099
UniRef90_R5B6J1	31.1342506535
UniRef90_R5B6J1|unclassified	31.1342506535
UniRef90_R5BC18	31.0647248541
UniRef90_R5BC18|unclassified	31.0647248541
UniRef90_A0A149NK84	31.0578958214
UniRef90_A0A149NK84|unclassified	31.0578958214
UniRef90_Q8AAD5	31.0519732634
UniRef90_Q8AAD5|unclassified	31.0519732634
UniRef90_A0A173ZDE9	31.0258646351
UniRef90_A0A173ZDE9|unclassified	31.0258646351
UniRef90_A0A173Y5H7	31.0113117075
UniRef90_A0A173Y5H7|unclassified	31.0113117075
UniRef90_R5U104	31.0049582265
UniRef90_R5U104|unclassified	31.0049582265
UniRef90_C3QK31	30.9820462748
UniRef90_C3QK31|unclassified	30.9820462748
UniRef90_F7M4D0	30.9815380493
UniRef90_F7M4D0|unclassified	30.9815380493
UniRef90_A7LXS9	30.9230012783
UniRef90_A7LXS9|unclassified	30.9230012783
UniRef90_A0A1C7GWQ8	30.9067410485
UniRef90_A0A1C7GWQ8|unclassified	30.9067410485
UniRef90_A0A379MX02	30.8773336787
UniRef90_A0A379MX02|unclassified	30.8773336787
UniRef90_Q8A155	30.8717343348
UniRef90_Q8A155|unclassified	30.8717343348
UniRef90_A0A174BCV4	30.8516150221
UniRef90_A0A174BCV4|unclassified	30.8516150221
UniRef90_R6JDH2	30.8421691281
UniRef90_R6JDH2|unclassified	30.8421691281
UniRef90_A0A173ZMH7	30.8313105323
UniRef90_A0A173ZMH7|unclassified	30.8313105323
UniRef90_J9CPY3	30.8306180411
UniRef90_J9CPY3|unclassified	30.8306180411
UniRef90_R5B7A8	30.8121523184
UniRef90_R5B7A8|unclassified	30.8121523184
UniRef90_R6JRP7	30.7913096390
UniRef90_R6JRP7|unclassified	30.7913096390
UniRef90_F3ZUH0	30.6621775288
UniRef90_F3ZUH0|unclassified	30.6621775288
UniRef90_Q5L883	30.6276920392
UniRef90_Q5L883|unclassified	30.6276920392
UniRef90_R5BAC3	30.6152103200
UniRef90_R5BAC3|unclassified	30.6152103200
UniRef90_R5BBL5	30.6044531174
UniRef90_R5BBL5|unclassified	30.6044531174
UniRef90_Q5GBH5	30.5933577390
UniRef90_Q5GBH5|unclassified	30.5933577390
UniRef90_A0A1Q6H0Q3	30.5452011076
UniRef90_A0A1Q6H0Q3|unclassified	30.5452011076
UniRef90_A0A1C5UC91	30.5333278188
UniRef90_A0A1C5UC91|unclassified	30.5333278188
UniRef90_A0A0P0F2Q3	30.5272221195
UniRef90_A0A0P0F2Q3|unclassified	30.5272221195
UniRef90_A0A0P0EX57	30.4151280862
UniRef90_A0A0P0EX57|unclassified	30.4151280862
UniRef90_R5AZQ9	30.3837960454
UniRef90_R5AZQ9|unclassified	30.3837960454
UniRef90_R5AUD7	30.3724621018
UniRef90_R5AUD7|unclassified	30.3724621018
UniRef90_A7LW86	30.3565625512
UniRef90_A7LW86|unclassified	30.3565625512
UniRef90_R5AXM7	30.3372396277
UniRef90_R5AXM7|unclassified	30.3372396277
UniRef90_R5B235	30.3370205940
UniRef90_R5B235|unclassified	30.3370205940
UniRef90_A0A174GL93	30.3363244797
UniRef90_A0A174GL93|unclassified	30.3363244797
UniRef90_A7M1I8	30.2952807675
UniRef90_A7M1I8|unclassified	30.2952807675
UniRef90_A0A174KKL7	30.2761105371
UniRef90_A0A174KKL7|unclassified	30.2761105371
UniRef90_E4MBS5	30.2733292268
UniRef90_E4MBS5|unclassified	30.2733292268
UniRef90_R5B7L5	30.2427665593
UniRef90_R5B7L5|unclassified	30.2427665593
UniRef90_R5V888	30.2381490382
UniRef90_R5V888|unclassified	30.2381490382
UniRef90_A0A174P4Q0	30.2119273173
UniRef90_A0A174P4Q0|unclassified	30.2119273173
UniRef90_A0A174DWF4	30.1817516624
UniRef90_A0A174DWF4|unclassified	30.1817516624
UniRef90_D4VLJ3	30.1804033265
UniRef90_D4VLJ3|unclassified	30.1804033265
UniRef90_R5B201	30.1740672744
UniRef90_R5B201|unclassified	30.1740672744
UniRef90_A0A174TSW6	30.1675011331
UniRef90_A0A174TSW6|unclassified	30.1675011331
UniRef90_R5UHY5	30.1472029637
UniRef90_R5UHY5|unclassified	30.1472029637
UniRef90_R5B4B1	30.1435562509
UniRef90_R5B4B1|unclassified	30.1435562509
UniRef90_A0A1G6GBD4	30.1118182711
UniRef90_A0A1G6GBD4|unclassified	30.1118182711
UniRef90_A0A1C0WM67	30.0729826108
UniRef90_A0A1C0WM67|unclassified	30.0729826108
UniRef90_R5B0X2	30.0725237814
UniRef90_R5B0X2|unclassified	30.0725237814
UniRef90_A0A396DAQ0	30.0569946865
UniRef90_A0A396DAQ0|unclassified	30.0569946865
UniRef90_A0A396E7W7	30.0259344833
UniRef90_A0A396E7W7|unclassified	30.0259344833
UniRef90_R5AYT3	29.9194180406
UniRef90_R5AYT3|unclassified	29.9194180406
UniRef90_R5AWI9	29.8740506669
UniRef90_R5AWI9|unclassified	29.8740506669
UniRef90_A7LXT7	29.8132125735
UniRef90_A7LXT7|unclassified	29.8132125735
UniRef90_A5ZF58	29.8073508270
UniRef90_A5ZF58|unclassified	29.8073508270
UniRef90_A0A0N7J7H2	29.7999847859
UniRef90_A0A0N7J7H2|unclassified	29.7999847859
UniRef90_Q9XDI7	29.7903813974
UniRef90_Q9XDI7|unclassified	29.7903813974
UniRef90_A5ZK94	29.7603211061
UniRef90_A5ZK94|unclassified	29.7603211061
UniRef90_E4MF25	29.7251252670
UniRef90_E4MF25|unclassified	29.7251252670
UniRef90_A0A0K6BWG7	29.7120768658
UniRef90_A0A0K6BWG7|unclassified	29.7120768658
UniRef90_D4INT6	29.6692980992
UniRef90_D4INT6|unclassified	29.6692980992
UniRef90_A0A229I9B0	29.6484741772
UniRef90_A0A229I9B0|unclassified	29.6484741772
UniRef90_A0A174SFD0	29.6367341337
UniRef90_A0A174SFD0|unclassified	29.6367341337
UniRef90_Q8A004	29.6295844423
UniRef90_Q8A004|unclassified	29.6295844423
UniRef90_K5DEK0	29.5384989226
UniRef90_K5DEK0|unclassified	29.5384989226
UniRef90_R5B4S5	29.5046025000
UniRef90_R5B4S5|unclassified	29.5046025000
UniRef90_R5B3W3	29.4995213560
UniRef90_R5B3W3|unclassified	29.4995213560
UniRef90_A0A174MU54	29.4982932298
UniRef90_A0A174MU54|unclassified	29.4982932298
UniRef90_R5B0S5	29.4924716953
UniRef90_R5B0S5|unclassified	29.4924716953
UniRef90_D6D0J5	29.4459440083
UniRef90_D6D0J5|unclassified	29.4459440083
UniRef90_A0A0P0FB50	29.4363581134
UniRef90_A0A0P0FB50|unclassified	29.4363581134
UniRef90_R5B0J5	29.4333781651
UniRef90_R5B0J5|unclassified	29.4333781651
UniRef90_A0A174QXP9	29.4099651878
UniRef90_A0A174QXP9|unclassified	29.4099651878
UniRef90_R5B005	29.3914036591
UniRef90_R5B005|unclassified	29.3914036591
UniRef90_D4WFW2	29.3730597315
UniRef90_D4WFW2|unclassified	29.3730597315
UniRef90_Q8A2T6	29.3508218962
UniRef90_Q8A2T6|unclassified	29.3508218962
UniRef90_A0A174HJW9	29.3253999975
UniRef90_A0A174HJW9|unclassified	29.3253999975
UniRef90_K1UTW3	29.2659022344
UniRef90_K1UTW3|unclassified	29.2659022344
UniRef90_R5AK48	29.2623781949
UniRef90_R5AK48|unclassified	29.2623781949
UniRef90_R5AXC4	29.2423418696
UniRef90_R5AXC4|unclassified	29.2423418696
UniRef90_A0A174F3G3	29.2223955004
UniRef90_A0A174F3G3|unclassified	29.2223955004
UniRef90_R5B3I4	29.2009212568
UniRef90_R5B3I4|unclassified	29.2009212568
UniRef90_R5B5D6	29.1779156893
UniRef90_R5B5D6|unclassified	29.1779156893
UniRef90_R5AXP3	29.1696260498
UniRef90_R5AXP3|unclassified	29.1696260498
UniRef90_A0A0P0EXU8	29.1670652786
UniRef90_A0A0P0EXU8|unclassified	29.1670652786
UniRef90_R5B727	29.0974987435
UniRef90_R5B727|unclassified	29.0974987435
UniRef90_A0A174LV37	29.0951557664
UniRef90_A0A174LV37|unclassified	29.0951557664
UniRef90_R6JLX2	29.0929823456
UniRef90_R6JLX2|unclassified	29.0929823456
UniRef90_R5B2F3	29.0666165061
UniRef90_R5B2F3|unclassified	29.0666165061
UniRef90_A0A174S2F0	29.0643010081
UniRef90_A0A174S2F0|unclassified	29.0643010081
UniRef90_R5B6P7	29.0632465949
UniRef90_R5B6P7|unclassified	29.0632465949
UniRef90_A0A174D7L6	29.0585244852
UniRef90_A0A174D7L6|unclassified	29.0585244852
UniRef90_E5C4H1	29.0488140232
UniRef90_E5C4H1|unclassified	29.0488140232
UniRef90_R5AZC7	29.0155729449
UniRef90_R5AZC7|unclassified	29.0155729449
UniRef90_Q8A7Z6	29.0120375574
UniRef90_Q8A7Z6|unclassified	29.0120375574
UniRef90_R6K7N6	28.9685408751
UniRef90_R6K7N6|unclassified	28.9685408751
UniRef90_Q5L925	28.9438651292
UniRef90_Q5L925|unclassified	28.9438651292
UniRef90_A0A174G9L9	28.9148269884
UniRef90_A0A174G9L9|unclassified	28.9148269884
UniRef90_R5B7F1	28.8760295876
UniRef90_R5B7F1|unclassified	28.8760295876
UniRef90_A0A174IBZ4	28.8663123414
UniRef90_A0A174IBZ4|unclassified	28.8663123414
UniRef90_A0A174SRT8	28.8636340442
UniRef90_A0A174SRT8|unclassified	28.8636340442
UniRef90_A0A0P0ESN7	28.8319983187
UniRef90_A0A0P0ESN7|unclassified	28.8319983187
UniRef90_C3QYN1	28.8143020213
UniRef90_C3QYN1|unclassified	28.8143020213
UniRef90_A0A0K6BSD3	28.7835781407
UniRef90_A0A0K6BSD3|unclassified	28.7835781407
UniRef90_A0A1C5WG44	28.7818439885
UniRef90_A0A1C5WG44|unclassified	28.7818439885
UniRef90_A0A174N140	28.7117668013
UniRef90_A0A174N140|unclassified	28.7117668013
UniRef90_A0A1C5QPV6	28.7071922181
UniRef90_A0A1C5QPV6|unclassified	28.7071922181
UniRef90_A0A174CG46	28.6971779006
UniRef90_A0A174CG46|unclassified	28.6971779006
UniRef90_A7AGQ5	28.6889959036
UniRef90_A7AGQ5|unclassified	28.6889959036
UniRef90_A0A174IX29	28.6682481799
UniRef90_A0A174IX29|unclassified	28.6682481799
UniRef90_A0A1H4H2Q6	28.6602106249
UniRef90_A0A1H4H2Q6|unclassified	28.6602106249
UniRef90_Q8A9U7	28.6563114093
UniRef90_Q8A9U7|unclassified	28.6563114093
UniRef90_A0A174DNM6	28.6368014510
UniRef90_A0A174DNM6|unclassified	28.6368014510
UniRef90_A0A139JZF9	28.6332592828
UniRef90_A0A139JZF9|unclassified	28.6332592828
UniRef90_C9KTT1	28.6187753922
UniRef90_C9KTT1|unclassified	28.6187753922
UniRef90_R5B1M9	28.6183031510
UniRef90_R5B1M9|unclassified	28.6183031510
UniRef90_A0A015RZR7	28.6077000750
UniRef90_A0A015RZR7|unclassified	28.6077000750
UniRef90_R5B269	28.5970225545
UniRef90_R5B269|unclassified	28.5970225545
UniRef90_R6D1I7	28.5286492899
UniRef90_R6D1I7|unclassified	28.5286492899
UniRef90_R5AX61	28.5250848495
UniRef90_R5AX61|unclassified	28.5250848495
UniRef90_W6P8M8	28.5229404341
UniRef90_W6P8M8|unclassified	28.5229404341
UniRef90_R5AXB3	28.5007029382
UniRef90_R5AXB3|unclassified	28.5007029382
UniRef90_R6KC52	28.4982333203
UniRef90_R6KC52|unclassified	28.4982333203
UniRef90_C3R293	28.4585455512
UniRef90_C3R293|unclassified	28.4585455512
UniRef90_C3QIV3	28.4494075683
UniRef90_C3QIV3|unclassified	28.4494075683
UniRef90_D4WGE0	28.4474014367
UniRef90_D4WGE0|unclassified	28.4474014367
UniRef90_R5AYC2	28.4470034219
UniRef90_R5AYC2|unclassified	28.4470034219
UniRef90_A0A0N7IAD3	28.4431523996
UniRef90_A0A0N7IAD3|unclassified	28.4431523996
UniRef90_A0A0P0M4J7	28.3863952876
UniRef90_A0A0P0M4J7|unclassified	28.3863952876
UniRef90_R6VBY9	28.3685796802
UniRef90_R6VBY9|unclassified	28.3685796802
UniRef90_E4MDP1	28.3667683689
